 Date,Campaign_Source,Video_ID,Category,Subcategory,Presenter,RPV,TotalViews,ViewsOffsite,ViewsOnsite,GrossRevenue,TotalUnitsSold,TotalSecondsViewed,SecondsViewedOffsite,SecondsViewedOnsite,SalePrice
11/24/16,syndication-aol-hp-test,3167,Accessories,Shoes,Zoe Ruderman,0.07,2410,2386,24,159,2,99090,98051,1039,79.5
11/24/16,syndication-aol-hp-test,2886,Home,Storage & Organization,Susan Yara,0.48,4340,4300,40,2100,12,247438,245860,1578,175
11/23/16,syndication-aol-hp-test,3043,Home,Travel,Marcy McKenna,0.22,3763,3719,44,816,12,367142,363595,3547,68
11/23/16,syndication-aol-hp-test,3353,Beauty,Tools,Jenny Patinkin,0.53,1015,992,23,534,6,55826,54554,1272,89
11/23/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.25,10357,10313,44,2560,16,1478033,1475550,2483,160
11/23/16,syndication-aol-hp-test,3320,Home,Cleaning & Laundry Care,Marcy McKenna,0.24,1954,1953,1,472,16,93142,93016,126,29.5
11/23/16,syndication-aol-hp-test,3397,Home,Kitchen & Food,Brand Content,0.19,7246,7224,22,1400,40,280356,279681,675,35
11/22/16,syndication-aol-hp-test,3229,Apparel,Denim,Tienlyn Jacobson,0.06,3042,3021,21,196,2,143040,142319,721,98
11/22/16,syndication-aol-hp-test,3351,Accessories,Bags,Karla Cavalli,0.3,2947,2908,39,897,13,104150,102686,1464,69
11/22/16,marketing-campaigns-joyus,3351,Accessories,Bags,Karla Cavalli,0.26,1880,1,1879,483,7,64936,49,64887,69
11/22/16,syndication-aol-hp-test,2566,Apparel,Bottoms,Alison Deyette,0.27,2591,2576,15,695,5,114660,114056,604,139
11/22/16,syndication-aol-hp-test,3320,Home,Cleaning & Laundry Care,Marcy McKenna,0.14,7813,7810,3,1062,36,361589,361455,134,29.5
11/22/16,syndication-comcast,3282,Home,Travel,Marcy McKenna,0,1112,0,1112,0,0,92417,0,92417,
11/22/16,syndication-comcast,1660,Beauty,Hair,Tracy O'Connor,0.19,6300,0,6300,1215,27,452066,0,452066,45
11/22/16,syndication-aol-hp-test,3377,Beauty,Hair,TV Integration,0.29,2040,2032,8,597,6,204278,203748,530,99.5
11/22/16,syndication-aol-hp-test,3336,Home,Kitchen & Food,Marcy McKenna,0.58,1492,1488,4,870,30,116778,116638,140,29
11/21/16,syndication-aol-hp-test,2385,Home,Storage & Organization,Marcy McKenna,0.44,2831,2809,22,1248,26,149354,148083,1271,48
11/21/16,syndication-aol-hp-test,3258,Beauty,Makeup,Jamie Greenberg,0.16,5047,4929,118,792,45,270368,264503,5865,17.6
11/21/16,syndication-aol-hp-test,3220,Beauty,Skincare,Zoe Ruderman,0.21,4686,4637,49,996,8,212061,208954,3107,124.5
11/21/16,syndication-aol-hp-test,2286,Beauty,Makeup,Mikaela South,0.23,5645,5592,53,1315,35,501449,497403,4046,37.57
11/21/16,marketing-campaigns-joyus,2385,Home,Storage & Organization,Marcy McKenna,1.54,1093,0,1093,1680,35,73592,0,73592,48
11/20/16,syndication-aol-hp-test,3347,Beauty,Tools,Jenny Patinkin,0.46,1119,1099,20,510,6,62320,61575,745,85
11/20/16,syndication-aol-hp-test,3283,Beauty,Hair,Kylee Heath,0.11,10930,10845,85,1248,39,497418,493433,3985,32
11/19/16,syndication-aol-hp-test,3355,Beauty,Makeup,Susan Yara,0.15,10106,10025,81,1510.5,53,560518,555242,5276,28.5
11/19/16,syndication-aol-hp-test,3346,Home,Tabletop & Entertaining,Multi Host,0.17,5980,5914,66,1018,30,613745,606711,7034,33.93
11/19/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0.34,1316,1282,34,450,10,92491,89794,2697,45
11/19/16,marketing-campaigns-joyus,3355,Beauty,Makeup,Susan Yara,0.98,1078,0,1078,1054.5,37,94429,0,94429,28.5
11/18/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0.24,9332,9220,112,2205,49,598781,594132,4649,45
11/18/16,syndication-comcast,3069,Beauty,Tools,Susan Yara,0.51,2914,0,2914,1490,10,208203,0,208203,149
11/18/16,syndication-aol-hp-test,2662,Home,Storage & Organization,Marcy McKenna,0.9,1949,1935,14,1752,12,117640,116862,778,146
11/18/16,syndication-aol-hp-test,3343,Accessories,Fashion Jewelry,Anita Patrickson,0.97,3365,3309,56,3266,83,114686,113028,1658,39.35
11/18/16,marketing-campaigns-joyus,3343,Accessories,Fashion Jewelry,Anita Patrickson,1.84,1487,0,1487,2730,70,53220,0,53220,39
11/18/16,syndication-aol-hp-test,3214,Health & Fitness,Exercise,Leandra Rouse,0.21,2112,2095,17,447,3,158579,156323,2256,149
11/17/16,syndication-aol-hp-test,3342,Beauty,Skincare,Jenny Patinkin,0.15,2329,2292,37,360,6,107362,105190,2172,60
11/17/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,0.74,8908,8714,194,6567,66,832370,820479,11891,99.5
11/17/16,syndication-aol-hp-test,3043,Home,Travel,Marcy McKenna,0.3,2462,2413,49,748,11,238932,235146,3786,68
11/16/16,syndication-aol-hp-test,2958,Home,Storage & Organization,Marcy McKenna,0.18,2135,2104,31,380,19,142334,140443,1891,20
11/16/16,marketing-campaigns-joyus,3340,Accessories,Bags,Tienlyn Jacobson,0.43,1224,0,1224,526,2,62082,0,62082,263
11/16/16,syndication-aol-hp-test,3340,Accessories,Bags,Tienlyn Jacobson,0.43,3659,3620,39,1578,6,142536,140842,1694,263
11/16/16,syndication-aol-hp-test,3264,Apparel,Dresses,Zoe Ruderman,0.28,3044,3002,42,858,11,130350,129059,1291,78
11/16/16,syndication-aol-hp-test,3071,Beauty,Tools,Zoe Ruderman,0.57,3352,3309,43,1905,32,189402,187257,2145,59.53
11/15/16,syndication-aol-hp-test,3069,Beauty,Tools,Susan Yara,0.27,2747,2742,5,745,5,180608,180173,435,149
11/15/16,syndication-comcast,2993,Home,Travel,Marcy McKenna,2.21,1877,0,1877,4145,73,196492,0,196492,56.78
11/15/16,syndication-aol-hp-test,2992,Home,Travel,Marcy McKenna,0.69,3833,3775,58,2647,47,315572,311474,4098,56.32
11/14/16,marketing-campaigns-joyus,3071,Beauty,Tools,Zoe Ruderman,1.83,2135,0,2135,3905,61,147083,0,147083,64.02
11/14/16,syndication-aol-hp-test,3338,Beauty,Makeup,Naomi Priestley,0.36,3668,3598,70,1323,54,184771,181850,2921,24.5
11/14/16,syndication-aol-hp-test,3282,Home,Travel,Marcy McKenna,1.05,1193,1168,25,1247,43,88450,86639,1811,29
11/14/16,syndication-aol-hp-test,3071,Beauty,Tools,Zoe Ruderman,0.66,10484,10347,137,6930,113,606057,598432,7625,61.33
11/13/16,syndication-aol-hp-test,2985,Health & Fitness,Hydration,Jamie Greenberg,0.33,5439,5345,94,1795,49,200896,198126,2770,36.63
11/13/16,syndication-aol-hp-test,3336,Home,Kitchen & Food,Marcy McKenna,0.79,9614,9259,355,7627,263,717776,695753,22023,29
11/12/16,syndication-comcast,2958,Home,Storage & Organization,Marcy McKenna,0.99,1460,0,1460,1440,72,114014,0,114014,20
11/12/16,syndication-aol-hp-test,2662,Home,Storage & Organization,Marcy McKenna,1.16,4415,4388,27,5110,35,281631,280284,1347,146
11/12/16,syndication-aol-hp-test,2958,Home,Storage & Organization,Marcy McKenna,0.45,6734,6608,126,3060,153,465996,458366,7630,20
11/12/16,marketing-campaigns-joyus,3201,Accessories,Belts,Alison Deyette,1.45,1073,0,1073,1560,40,59242,0,59242,39
11/11/16,syndication-aol-hp-test,3175,Beauty,Makeup,TV Integration,0.96,5234,5203,31,5031,78,685553,682107,3446,64.5
11/11/16,syndication-aol-hp-test,2208,Beauty,Skincare,Zoe Ruderman,0.18,1933,1895,38,350,14,97764,96105,1659,25
11/11/16,syndication-aol-hp-test,2992,Home,Travel,Marcy McKenna,0.94,2192,2174,18,2054,26,168622,167640,982,79
11/10/16,syndication-aol-hp-test,3282,Home,Travel,Marcy McKenna,0.75,2137,2092,45,1595,55,161474,158482,2992,29
11/10/16,syndication-aol-hp-test,2266,Beauty,Oral Care,Zoe Ruderman,0.21,3453,3399,54,730,4,167015,164278,2737,182.5
11/10/16,syndication-aol-hp-test,3332,Health & Fitness,Exercise,Leandra Rouse,0.32,8536,8337,199,2694,6,525347,511419,13928,449
11/10/16,syndication-aol-hp-test,2723,Beauty,Skincare,Jenny Patinkin,1.08,3212,3191,21,3479,47,190397,189545,852,74.02
11/10/16,syndication-comcast,3332,Health & Fitness,Exercise,Leandra Rouse,1.57,1718,0,1718,2694,6,128813,0,128813,449
11/9/16,syndication-aol-hp-test,3377,Beauty,Hair,TV Integration,0.52,8830,8752,78,4577,46,943997,937254,6743,99.5
11/9/16,syndication-aol-hp-test,3260,Home,Cleaning & Laundry Care,Marcy McKenna,0.13,1506,1493,13,200,4,64835,64160,675,50
11/9/16,syndication-aol-hp-test,3222,Home,Travel,Non Hosted,0.15,3257,3164,93,476,7,119643,115847,3796,68
11/9/16,syndication-comcast,1933,Beauty,Tools,Sian Richards,0,1418,0,1418,0,0,57332,0,57332,
11/9/16,syndication-aol-hp-test,2957,Beauty,Tools,Zoe Ruderman,0.24,3513,3490,23,846,6,238007,235854,2153,141
11/8/16,syndication-aol-hp-test,3299,Beauty,Bath & Body,Brand Content,0.07,4957,4919,38,360,8,184760,182856,1904,45
11/8/16,syndication-aol-hp-test,3328,Beauty,Tools,Ami Desai ,0.1,3550,3494,56,351,9,179049,175796,3253,39
11/8/16,syndication-aol-hp-test,3257,Accessories,Shoes,Alison Deyette,0.46,2712,2640,72,1251,9,87105,85243,1862,139
11/8/16,syndication-aol-hp-test,2684,Home,Storage & Organization,Marcy McKenna,0.12,4114,4080,34,500,20,281207,279035,2172,25
11/8/16,syndication-aol-hp-test,3102,Beauty,Tools,Susan Yara,0.51,3544,3480,64,1817,23,269725,266362,3363,79
11/7/16,syndication-aol-hp-test,3327,Apparel,Bottoms,Tienlyn Jacobson,0.53,10805,10642,163,5742,99,412707,406384,6323,58
11/7/16,syndication-aol-hp-test,3326,Beauty,Tools,Susan Yara,0,3566,3521,45,0,0,204153,202141,2012,
11/7/16,syndication-aol-hp-test,2518,Home,Storage & Organization,Marcy McKenna,0.31,4807,4736,71,1470,6,350751,346393,4358,245
11/7/16,syndication-aol-hp-test,3320,Home,Cleaning & Laundry Care,Marcy McKenna,0.19,1848,1832,16,354,12,82909,81698,1211,29.5
11/7/16,marketing-campaigns-joyus,3327,Apparel,Bottoms,Tienlyn Jacobson,0.9,1413,0,1413,1276,22,69212,0,69212,58
11/7/16,marketing-campaigns-joyus,3326,Beauty,Tools,Susan Yara,0.39,1096,0,1096,429,1,111202,0,111202,429
11/6/16,syndication-aol-hp-test,2879,Home,Kitchen & Food,Marcy McKenna,0.27,22531,22254,277,6030,134,1548941,1534907,14034,45
11/6/16,syndication-aol-hp-test,2976,Beauty,Hair,Jamie Greenberg,0.09,6377,6246,131,558,31,466568,459780,6788,18
11/5/16,marketing-campaigns-joyus,3042,Beauty,Skincare,Zoe Ruderman,1.47,2195,0,2195,3225,25,203648,0,203648,129
11/5/16,syndication-aol-hp-test,2227,Beauty,Hair,Joy Bergin,0.01,2979,2953,26,24,1,1443117,1441433,1684,24
11/5/16,syndication-aol-hp-test,2844,Home,Travel,Marcy McKenna,0,1927,1861,66,0,0,117570,115171,2399,
11/5/16,paid-ads-facebook,3282,Home,Travel,Marcy McKenna,0.97,1072,0,1072,1044,36,100123,0,100123,29
11/5/16,syndication-aol-hp-test,3042,Beauty,Skincare,Zoe Ruderman,0.15,10076,9888,188,1518,12,753480,736135,17345,126.5
11/4/16,syndication-aol-hp-test,3324,Beauty,Makeup,Jamie Greenberg,0.15,4784,4761,23,720,15,298098,296749,1349,48
11/4/16,syndication-aol-hp-test,2844,Home,Travel,Marcy McKenna,0.67,3624,3563,61,2419,41,219987,217008,2979,59
11/4/16,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.25,2209,2193,16,546,13,147355,146510,845,42
11/4/16,paid-ads-facebook,3282,Home,Travel,Marcy McKenna,1.17,1211,0,1211,1421,49,117063,0,117063,29
11/4/16,syndication-aol-hp-test,3323,Accessories,Bags,Karla Cavalli,0.13,4781,4714,67,621,9,208478,205518,2960,69
11/3/16,syndication-aol-hp-test,3320,Home,Cleaning & Laundry Care,Marcy McKenna,0.14,2963,2945,18,413,14,143342,142715,627,29.5
11/3/16,syndication-aol-hp-test,2518,Home,Storage & Organization,Marcy McKenna,0.89,6714,6594,120,5970,30,525634,517478,8156,199
11/3/16,syndication-aol-hp-test,3282,Home,Travel,Marcy McKenna,0.71,7275,7077,198,5162,178,555072,540891,14181,29
11/2/16,syndication-aol-hp-test,2585,Apparel,Outerwear,Tienlyn Jacobson,0.11,3491,3463,28,390,5,127610,126755,855,78
11/2/16,syndication-aol-hp-test,3320,Home,Cleaning & Laundry Care,Marcy McKenna,0.13,22529,22394,135,2891,98,1032965,1026612,6353,29.5
11/2/16,syndication-aol-hp-test,2628,Beauty,Tools,Zoe Ruderman,0.72,13901,13422,479,10052,28,733362,710029,23333,359
11/1/16,syndication-aol-hp-test,2993,Home,Travel,Marcy McKenna,0.87,2325,2262,63,2034,36,185952,181536,4416,56.5
11/1/16,syndication-aol-hp-test,3151,Accessories,Shoes,Karla Cavalli,0.16,4872,4821,51,780,6,194669,192652,2017,130
11/1/16,syndication-aol-hp-test,1390,Beauty,Skincare,Mikaela South,0.1,4523,4460,63,450,6,149174,147208,1966,75
11/1/16,syndication-aol-hp-test,3167,Accessories,Shoes,Zoe Ruderman,0.44,2920,2886,34,1274,13,108655,107394,1261,98
10/31/16,syndication-aol-hp-test,3282,Home,Travel,Marcy McKenna,0,1325,1271,54,0,0,92810,90923,1887,
10/31/16,syndication-aol-hp-test,3276,Accessories,Fashion Jewelry,Marcy McKenna,0.39,8784,8509,275,3400,68,613896,598674,15222,50
10/31/16,syndication-aol-hp-test,3304,Health & Fitness,Exercise,TV Integration,0.09,3346,3319,27,298,2,408537,406322,2215,149
10/31/16,syndication-aol-hp-test,3281,Beauty,Skincare,Ami Desai ,0.09,2306,2229,77,208,4,127488,122693,4795,52
10/30/16,syndication-aol-hp-test,3290,Accessories,Shoes,Tienlyn Jacobson,0.27,6906,6719,187,1881,9,244523,237641,6882,209
10/30/16,syndication-aol-hp-test,3276,Accessories,Fashion Jewelry,Marcy McKenna,0.35,12368,12021,347,4350,87,910275,889055,21220,50
10/29/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,1.35,4596,4499,97,6226,61,433453,425424,8029,102.07
10/29/16,syndication-comcast,3280,Home,Travel,Marcy McKenna,1.19,1326,0,1326,1580,20,115376,0,115376,79
10/29/16,syndication-aol-hp-test,3282,Home,Travel,Marcy McKenna,0.46,3000,2932,68,1392,48,260514,256703,3811,29
10/29/16,syndication-aol-hp-test,3257,Accessories,Shoes,Alison Deyette,0.37,5224,5124,100,1946,14,176881,173714,3167,139
10/29/16,syndication-aol-hp-test,3287,Beauty,Skincare,Jamie Greenberg,0.16,2657,2542,115,414,6,135215,128878,6337,69
10/28/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,1.09,2379,2310,69,2587,26,223663,216988,6675,99.5
10/28/16,syndication-aol-hp-test,2724,Beauty,Skincare,Jenny Patinkin,0.73,3270,3198,72,2403,54,195701,191400,4301,44.5
10/28/16,syndication-aol-hp-test,3285,Apparel,Outerwear,Alison Deyette,1.09,3276,3192,84,3576,24,114488,111372,3116,149
10/28/16,syndication-aol-hp-test,3280,Home,Travel,Marcy McKenna,0.52,2472,2355,117,1274,13,197936,189842,8094,98
10/27/16,syndication-aol-hp-test,3282,Home,Travel,Marcy McKenna,0.5,11951,11545,406,6032,208,919976,893177,26799,29
10/27/16,syndication-aol-hp-test,3102,Beauty,Tools,Susan Yara,0.45,1770,1745,25,790,10,142526,141032,1494,79
10/27/16,syndication-aol-hp-test,3259,Apparel,Outerwear,Alison Deyette,0.63,5467,5416,51,3432,44,207493,205527,1966,78
10/27/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,1.77,10582,10336,246,18751,189,1000021,980618,19403,99.21
10/26/16,syndication-aol-hp-test,3280,Home,Travel,Marcy McKenna,0.61,2427,2201,226,1470,15,188544,173081,15463,98
10/26/16,syndication-aol-hp-test,2501,Apparel,Outerwear,Tienlyn Jacobson,0.2,1763,1745,18,357,6,466903,460051,6852,59.5
10/26/16,syndication-comcast,3282,Home,Travel,Marcy McKenna,0.86,1660,0,1660,1421,49,136416,0,136416,29
10/26/16,syndication-aol-hp-test,3316,Home,Travel,TV Integration,0.27,13656,13497,159,3649,57,2001832,1979280,22552,64.02
10/26/16,syndication-aol-hp-test,925,Beauty,Skincare,Mikaela South,0.31,12249,11938,311,3760,47,873676,850695,22981,80
10/25/16,syndication-aol-hp-test,2495,Home,Home Decor,Marcy McKenna,0.15,4294,4267,27,640,4,409982,407650,2332,160
10/25/16,syndication-aol-hp-test,3280,Home,Travel,Marcy McKenna,1.05,13008,12145,863,13667,173,1092178,1026888,65290,79
10/25/16,syndication-aol-hp-test,2693,Apparel,Bottoms,Bianca Jade,0.33,2657,2592,65,880,11,142762,139909,2853,80
10/25/16,syndication-aol-hp-test,3319,Beauty,Hair,Kylee Heath,0.2,3890,3767,123,780,6,166699,160741,5958,130
10/25/16,syndication-comcast,3256,Apparel,Sweaters,Anita Patrickson,0.04,1757,0,1757,78,1,59346,0,59346,78
10/24/16,syndication-aol-hp-test,2572,Beauty,Tools,Zoe Ruderman,0.04,6206,6206,0,258,4,415739,415739,0,64.5
10/24/16,syndication-aol-hp-test,3279,Apparel,Tops,Alison Deyette,0.22,5226,5035,191,1140,30,168161,160839,7322,38
10/24/16,syndication-aol-hp-test,2993,Home,Travel,Marcy McKenna,1.07,7441,7360,81,7991,142,658802,651872,6930,56.27
10/23/16,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.34,4638,4506,132,1581,37,333556,323342,10214,42.73
10/22/16,syndication-comcast,3191,Home,Travel,Marcy McKenna,0.38,4161,0,4161,1592,16,453216,0,453216,99.5
10/22/16,syndication-aol-hp-test,3275,Beauty,Skincare,Multi Host,0.14,5922,5459,463,810,18,307694,276020,31674,45
10/22/16,syndication-aol-hp-test,3276,Accessories,Fashion Jewelry,Marcy McKenna,0.33,23696,22844,852,7750,155,1718871,1661219,57652,50
10/21/16,syndication-aol-hp-test,3306,Home,Storage & Organization,Leah Ashley,0.35,5156,5106,50,1791,9,376178,372972,3206,199
10/21/16,syndication-aol-hp-test,3274,Beauty,Skincare,Jane Black,0.28,2915,2732,183,826,9,231711,215604,16107,91.78
10/21/16,syndication-aol-hp-test,3249,Apparel,Outerwear,Anita Patrickson,0.34,4340,4292,48,1496,17,153549,151714,1835,88
10/21/16,syndication-comcast,1660,Beauty,Hair,Tracy O'Connor,0.3,1772,0,1772,540,12,124972,0,124972,45
10/21/16,syndication-aol-hp-test,2362,Beauty,Tools,Marcy McKenna,0.19,2104,2100,4,396,10,168875,168845,30,39.6
10/20/16,syndication-aol-hp-test,3213,Apparel,Outerwear,Anita Patrickson,0.47,5465,5264,201,2581,29,215530,206909,8621,89
10/20/16,syndication-aol-hp-test,3271,Beauty,Makeup,Multi Host,0.39,5872,5382,490,2306,170,418679,360324,58355,13.56
10/20/16,syndication-aol-hp-test,2844,Home,Travel,Marcy McKenna,0.66,2878,2827,51,1888,32,177399,174735,2664,59
10/20/16,syndication-aol-hp-test,3102,Beauty,Tools,Susan Yara,0.49,1444,1419,25,711,9,112264,110918,1346,79
10/19/16,syndication-aol-hp-test,3269,Beauty,Skincare,Multi Host,0.04,1573,1509,64,58,2,85769,80532,5237,29
10/19/16,syndication-aol-hp-test,2636,Home,Storage & Organization,Marcy McKenna,0.17,5579,5562,17,931,19,283455,282672,783,49
10/19/16,syndication-aol-hp-test,3222,Home,Travel,Non Hosted,0.17,4112,4014,98,680,10,148503,144311,4192,68
10/19/16,syndication-aol-hp-test,3258,Beauty,Makeup,Jamie Greenberg,0.22,3191,3074,117,696,40,160610,155194,5416,17.4
10/19/16,syndication-aol-hp-test,3175,Beauty,Makeup,TV Integration,0.5,2081,2073,8,1032,16,261891,260810,1081,64.5
10/18/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,0.79,2534,2480,54,1990,20,240841,236675,4166,99.5
10/18/16,syndication-aol-hp-test,3267,Beauty,Tools,Susan Yara,1,3032,2837,195,3043,17,221098,203119,17979,179
10/18/16,syndication-aol-hp-test,3268,Accessories,Shoes,Tienlyn Jacobson,0.27,7445,7326,119,2009,15,241778,236786,4992,133.93
10/18/16,syndication-aol-hp-test,3266,Beauty,Skincare,Susan Yara,0.15,1889,1861,28,276,11,141205,138252,2953,25.09
10/17/16,syndication-aol-hp-test,3213,Apparel,Outerwear,Anita Patrickson,0.55,2358,2297,61,1298,11,111656,108910,2746,118
10/17/16,syndication-aol-hp-test,3265,Beauty,Makeup,Susan Yara,0.16,8700,8517,183,1386,63,2111864,2098714,13150,22
10/17/16,syndication-comcast,2958,Home,Storage & Organization,Marcy McKenna,0.24,2078,0,2078,500,25,170237,0,170237,20
10/17/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,0.96,1660,1619,41,1592,16,163906,160314,3592,99.5
10/17/16,syndication-aol-hp-test,3264,Apparel,Dresses,Zoe Ruderman,0.45,9584,8902,682,4290,55,438859,408194,30665,78
10/16/16,syndication-aol-hp-test,2934,Beauty,Tools,Jamie Greenberg,0.15,6040,5878,162,880,55,717101,699335,17766,16
10/16/16,syndication-aol-hp-test,3214,Health & Fitness,Exercise,Leandra Rouse,0.6,3451,3383,68,2086,14,249388,244602,4786,149
10/15/16,syndication-aol-hp-test,3261,Beauty,Skincare,Jenny Patinkin,0.23,3446,3274,172,780,10,152313,142446,9867,78
10/15/16,syndication-aol-hp-test,2582,Health & Fitness,Hydration,Zoe Ruderman,0.53,5533,5439,94,2910,74,320277,315441,4836,39.32
10/15/16,syndication-comcast,3228,Apparel,Denim,Alison Deyette,0.19,2016,0,2016,384,3,85133,0,85133,128
10/14/16,syndication-aol-hp-test,3191,Home,Travel,Marcy McKenna,1.55,8124,7978,146,12589,99,716275,704562,11713,127.16
10/14/16,syndication-aol-hp-test,3259,Apparel,Outerwear,Alison Deyette,0.48,10076,9681,395,4838,82,406499,389319,17180,59
10/13/16,syndication-aol-hp-test,3305,Home,Storage & Organization,TV Integration,0.17,14014,13900,114,2450,10,1069998,1056030,13968,245
10/13/16,syndication-aol-hp-test,3258,Beauty,Makeup,Jamie Greenberg,0.33,10777,10289,488,3608,204,555097,527360,27737,17.69
10/13/16,syndication-aol-hp-test,3249,Apparel,Outerwear,Anita Patrickson,0.74,1106,991,115,815,8,39281,33560,5721,101.88
10/13/16,syndication-aol-hp-test,3102,Beauty,Tools,Susan Yara,0.63,2631,2517,114,1648,21,209675,202378,7297,78.48
10/12/16,syndication-aol-hp-test,3257,Accessories,Shoes,Alison Deyette,0.46,14100,13784,316,6533,47,456830,446316,10514,139
10/12/16,syndication-aol-hp-test,3249,Apparel,Outerwear,Anita Patrickson,1.06,11094,10854,240,11792,134,390161,380197,9964,88
10/12/16,syndication-comcast,2993,Home,Travel,Marcy McKenna,1.88,2948,0,2948,5553,99,307483,0,307483,56.09
10/11/16,syndication-aol-hp-test,3167,Accessories,Shoes,Zoe Ruderman,0.29,6660,6606,54,1960,20,278102,275531,2571,98
10/11/16,syndication-aol-hp-test,3255,Apparel,Tops,Alison Deyette,0.22,3759,3383,376,816.5,14,129201,113240,15961,58.32
10/11/16,syndication-aol-hp-test,873,Beauty,Skincare,Mikaela South,0.19,10028,9846,182,1890,59,716492,701303,15189,32.03
10/10/16,syndication-aol-hp-test,2429,Apparel,Denim,Zoe Ruderman,0.56,3865,3631,234,2156,22,187871,174293,13578,98
10/10/16,syndication-aol-hp-test,2958,Home,Storage & Organization,Marcy McKenna,0.17,17561,17462,99,2980,149,1059817,1053790,6027,20
10/10/16,syndication-aol-hp-test,3254,Beauty,Skincare,Jenny Patinkin,0.19,4658,4506,152,900,15,214508,206037,8471,60
10/9/16,syndication-aol-hp-test,3252,Accessories,Bags,Anita Patrickson,0.32,5137,5039,98,1638,21,261124,257178,3946,78
10/9/16,syndication-aol-hp-test,3102,Beauty,Tools,Susan Yara,0.59,4984,4902,82,2923,37,390529,385761,4768,79
10/8/16,syndication-aol-hp-test,3253,Accessories,Fashion Jewelry,Karla Cavalli,0.05,15946,15855,91,760,20,531838,528252,3586,38
10/8/16,syndication-aol-hp-test,1824,Beauty,Skincare,Tracy O'Connor,0.14,6888,6767,121,990,11,384028,376535,7493,90
