date,id,author,title,body,star_rating
2016-09-17,R1B83UW9L1WKII,Jinkin,Fabulously written,"The characters and how they are intertwined were vividly drawn. It felt like being pulled through all of their emotions, which is a lovely feat. I couldn't put it down. In the end I guess I would describe as a novel about human frailty and hidden selves.",5.0
2016-09-16,R1KSL4N64AO27L,Kailey Davenport,One of the greatest observations of human nature in the last century,One of the greatest observations of human nature in the last century. Rowling understands just what it means to be a human being.,5.0
2016-09-16,R2DRIORTCXDPK8,AjK,Excellent! This book is not for children and it ...,Excellent! This book is not for children and it proves that J.K Rowling can write books with a mature theme...,5.0
2016-09-16,R1VBLJ3FF45PD4,Nikaeigo,You need to read this book,"The entire story was captivating in itself but JK Rowling's brilliant penmanship shines through once again. I love the way she draws you into the psyche of all characters, both major and minor. A small piece of all of us can be found in the Pagford residents. I had a hard time putting this book down.",5.0
2016-09-15,ROIOE2RGV67XX,Breda Mc Cormack,really enjoyed the book,really enjoyed the book. JK Rowling captures all of human life and has a gifted insight into the human condition. Amazing story telling. One could see similar characters in all our communities. She writes with amazing insight.,4.0
2016-09-12,R3AJI4HNQYWT5L,Amazon Customer,Great book! Hard to get into at first because ...,Great book! Hard to get into at first because of the language.  I am from US and the author is British.  Very good read.,4.0
2016-09-08,R1CIU355ZC5R41,David M,Five Stars,Gripping story with incredible real life characters and problems.,5.0
2016-09-08,R30A3EG4GY4NEA,Jessica L Aimers,I loved Harry Potter and was hoping for an equally great ...,I loved Harry Potter and was hoping for an equally great book in Casual Vacancy. This book is very slow and I have tried unsuccessfully to get through it many times.,2.0
2016-09-06,R2WUL4CRK30X80,hendrik lieffering,It takes a while to get into the story. ...,"It takes a while to get into the story. However, once you get  to know the characters it becomes quite an interesting novel, giving a behind the scene's look at life and it's complexities. Well done  J.K. Rowling.",5.0
2016-09-05,R2910NAZ6PZ1AU,JessiC,A trainwreck you can't look away from,"This book is not a scifi or fantasy. Its not for kids and it doesn't really have a theme. Its about miserable people living out their miserable lives while making everyone else as miserable as they can. That aside, it is a very good story. I was surprised, but but then who doesn't love a good train wreck.",5.0
2016-09-05,R2PI1CYG552SHK,Spade Hackle,"Casual Vacancy, more than a casual read.","Lots of characters, lots of character development with the pace almost frantic at the end as the flaws and strengths of the characters are fully exposed as the inter-dependency of individuals in society is exploited by the author.",3.0
2016-09-05,R1VA3Q9WZSTI9J,Sean Brennan,"Give it a chance, and it will amaze you!","I started this book ages ago, and only got a few pages in, worried the whole book would let me down based on my inability to get into it quickly. A good friend recently told me to give it another chance, and I'm SO glad I did! It was such a great book! The author gave me oodles of reasons to keep turning the pages throughout. The characters are incredibly deep, each and every one of them, and Rowling gives us a backstory on almost all of them, too. So much so, in fact, that I'd be hard pressed to tell you who the main character was. There wasn't really one. All of the characters feel like the hero, and because of the brilliance of the storytelling, each one is someone else's villain, as well! Now THAT'S a great book! So trust my friend AND me on this one: The Casual Vacancy is a fantastic book!",5.0
2016-09-02,R8VGRVEMJKDVB,Busy_Reader,Leaves you wanting more!,"I absolutely love this book. I have no idea why people are comparing this story to Harry Potter. There is no reason to. Harry Potter was for children mostly. The Casual Vacancy is more of an adult book. The characters are amazingly detailed and quite frankly, I believe the that most of the readers that have given this book a low rating are not as advanced in reading if they cannot juggle the switch from character to character.",5.0
2016-09-02,R16OH2E1UE5KCC,Joelle,Initially somewhat confusing as British politics differ from American town ...,Initially somewhat confusing as British politics differ from American town politics somewhat.  Once into the story it is very well written and keeps your attention to the very end.,5.0
2016-09-02,R3VON5RCJ9G6IR,Amazon Customer,Not for me,Though it is well written it is a bit dry. Very English. Did not finish this book.,2.0
2016-08-30,R9R5ET4ABNGPU,James Delillo,Formulaic.,Harry Potter teens with the names changed put into adult situations of drug and sex under the guise of dysfunctional families and political rivalries.,1.0
2016-08-30,R27RF2U82VQHAI,Berit Danielsen,Five Stars,Good descriptipn of a small britisk tonn and the People Who live There.,5.0
2016-08-30,R1PLRSYBYEML4B,joyful27,Dysfunction Everywhere,I decided to read this book because of Ms. Rowling's great writing. What a disappointment. Half way through I couldn't believe it. It was boring!,2.0
2016-08-29,R620V7HECXV6F,Kindle Customer,Vulgar Language,"I was so disappointed in J.K. Rowling!  She did not need to add the vulgar language.  I should have read more about the book before buying it.  I didn't finish the book.  Rowling dropped in my respect, :(",1.0
2016-08-29,R1JC9FBSLRJ05N,Pat,Five Stars,bought as a gift.,5.0
2016-08-28,R26693GC46MFBH,cik2392,she loved it!,Bought this for a friend. she loved it!,5.0
2016-08-28,RBB376XQ8RN3X,Amazon Customer,It was ok,Not your usual Rowling novel.  I expected more character development. The story left me flat and wondering why it ended this way.,4.0
2016-08-23,RT31OLJ5RWCEA,Amazon Customer,"Bleak, boring, bloated and underwhelming.","This book is absolutely terrible. Not only is the storytelling slow, it is convoluted by an overly large cast of depressing, unlikeable, self-pitying and dull characters. There is not one single likeable, relatable or central figure throughout the entire novel, every character lacks spine.Just a collection of deadbeat characters living in a washed up town somewhere on the edge of England, where we'd rather quickly forget. The depressing drawl goes on page by page without a glimmer of light or hope for any of it's doomed characters or hope that their dull lives might actually become worth reading about. It's so utterly boring and depressing, that I gave up half way and read the plot summary on Wikipedia to spare myself the rest,  which further confirmed my suspicions. It just gets worse and continues in a dull downward spiral, its bleakness is almost intentional and it is not even remotely humourous or witty. No town or story can have such a lack for interesting people. No heroes here. If you enjoy depressing, pointless reads then this is your book.",1.0
2016-08-23,R2D61064UZDHUK,Amazon Customer,Excellent book,"This was a great book! Such an honest look at human nature. It made me laugh, cry, get angry and feel sad. It explores the conscious and unconscious ways we can indelibly affect others around us!",5.0
2016-08-21,R2JGQK5ONURHTM,Joe,The Best Book Rowling has Ever Written!,"This is, undoubtedly, the best book Rowling has ever written. While I am a die hard Harry Potter fan, and a fan of the Strike mystery novels, The Casual Vacancy beats them all. The multi-perspective character narrarations bring a touching feeling to the book which make the characters incredibly relatable. While many have said the book is slow, I disagree. This book is not meant to be an action packed book. Rather, Rowling brilliantly uses subtle elements of small-town warfare to keep the brilliant plot moving at just the right speed. To top it off, the writing itself is amazing. Never have I seen such a prolific author with such brilliant use of the English language. Absolutely deserves every star I gave it.",5.0
